Cidades,Coef_s,Coef_d
Riad,0.13409708734141615,-0.09126776222575132
Rio de Janeiro,0.1615219031945897,-0.10009838636511394
Niterói,0.259017367293413,-0.05500514489361079
Buenos Aires,0.16511875754538527,-0.06562686240045978
Região Metropolitana de Santiago,0.0908944906562739,-0.03757527511107577
Tóquio,0.257533010332871,-0.02239729018189406
Paris,0.08090757480294411,-0.059127473095335725
New York County,0.14379851085725465,-0.10168301423788727
Tanguá,0.22022057838460374,-0.15410180905931598
