,Santiago,Niterói,Rio de Janeiro,Paris,New York,Tóquio,Buenos Aires
Coeficiente angular antes do pico,0.09743703924172228,0.23510333744839004,0.1615219031945897,0.08090757480294411,0.14379851085725465,0.257533010332871,0.1651187575453851
Coeficiente angular após o pico,-0.03757527511107577,-0.05500514489361079,-0.10162445674343068,-0.059127473095335725,-0.09435951860768306,-0.022272320679946243,-0.06562686240045984
